🔍 INFEASIBLE CONSTRAINTID

📦 MUUTUJATE VÄÄRTUSED

PCC_exp_z[0]                             = 0.0000
PCC_exp_z[1]                             = 0.0000
PCC_exp_z[2]                             = 0.0000
PCC_exp_z[3]                             = 0.0000
PCC_exp_z[4]                             = 0.0000
PCC_exp_z[5]                             = 0.0000
PCC_exp_z[6]                             = 0.0000
PCC_exp_z[7]                             = 0.0000
PCC_exp_z[8]                             = 0.0000
PCC_exp_z[9]                             = 0.0000
PCC_exp_z[10]                            = 0.0000
PCC_exp_z[11]                            = 0.0000
PCC_exp_z[12]                            = 0.0000
PCC_exp_z[13]                            = 0.0000
PCC_exp_z[14]                            = 0.0000
PCC_exp_z[15]                            = 0.0000
PCC_exp_z[16]                            = 0.0000
PCC_exp_z[17]                            = 0.0000
PCC_exp_z[18]                            = 0.0000
PCC_exp_z[19]                            = 0.0000
PCC_exp_z[20]                            = 0.0000
PCC_exp_z[21]                            = 0.0000
PCC_exp_z[22]                            = 0.0000
PCC_exp_z[23]                            = 0.0000
PCC_exp_z[24]                            = 0.0000
PCC_exp_z[25]                            = 0.0000
PCC_exp_z[26]                            = 0.0000
PCC_exp_z[27]                            = 0.0000
PCC_exp_z[28]                            = 0.0000
PCC_exp_z[29]                            = 0.0000
PCC_exp_z[30]                            = 0.0000
PCC_exp_z[31]                            = 0.0000
PCC_exp_z[32]                            = 0.0000
PCC_exp_z[33]                            = 0.0000
PCC_exp_z[34]                            = 0.0000
PCC_exp_z[35]                            = 0.0000
PCC_exp_z[36]                            = 0.0000
PCC_exp_z[37]                            = 0.0000
PCC_exp_z[38]                            = 0.0000
PCC_exp_z[39]                            = 0.0000
PCC_exp_z[40]                            = 0.0000
PCC_exp_z[41]                            = 0.0000
PCC_exp_z[42]                            = 0.0000
PCC_exp_z[43]                            = 0.0000
PCC_exp_z[44]                            = 0.0000
PCC_exp_z[45]                            = 0.0000
PCC_exp_z[46]                            = 0.0000
PCC_exp_z[47]                            = 0.0000
PCC_exp_z[48]                            = 0.0000
PCC_exp_z[49]                            = 0.0000
PCC_exp_z[50]                            = 0.0000
PCC_exp_z[51]                            = 0.0000
PCC_exp_z[52]                            = 0.0000
PCC_exp_z[53]                            = 0.0000
PCC_exp_z[54]                            = 0.0000
PCC_exp_z[55]                            = 0.0000
PCC_exp_z[56]                            = 0.0000
PCC_exp_z[57]                            = 0.0000
PCC_exp_z[58]                            = 0.0000
PCC_exp_z[59]                            = 0.0000
PCC_exp_z[60]                            = 0.0000
PCC_exp_z[61]                            = 0.0000
PCC_exp_z[62]                            = 0.0000
PCC_exp_z[63]                            = 0.0000
PCC_exp_z[64]                            = 0.0000
